"date_start","date_end","region","sub_region_1","coverage_type","coverage_cum_percent","coverage_cum_individuals"
"2022-07-17","2022-07-23","ON",,"At least one dose",81.2736108146382,12488373
"2022-07-17","2022-07-23","ON",,"Completed primary series",78.5392858444446,12068221
"2022-07-17","2022-07-23","ON",,"Completed primary series and 1 booster dose",47.9854404315026,7373366
"2022-07-17","2022-07-23","ON",,"Completed primary series and 2+ booster doses",10.727340646525,1648346
"2022-07-24","2022-07-30","ON",,"At least one dose",81.3245745107329,12496204
"2022-07-24","2022-07-30","ON",,"Completed primary series",78.5694501569716,12072856
"2022-07-24","2022-07-30","ON",,"Completed primary series and 1 booster dose",48.0826300417029,7388300
"2022-07-24","2022-07-30","ON",,"Completed primary series and 2+ booster doses",11.6535835333441,1790671
"2022-07-31","2022-08-06","ON",,"At least one dose",81.4132777641834,12509834
"2022-07-31","2022-08-06","ON",,"Completed primary series",78.5934384322627,12076542
"2022-07-31","2022-08-06","ON",,"Completed primary series and 1 booster dose",48.1543020101732,7399313
"2022-07-31","2022-08-06","ON",,"Completed primary series and 2+ booster doses",12.1742124088237,1870670
"2022-08-07","2022-08-13","ON",,"At least one dose",81.4934751370573,12522157
"2022-08-07","2022-08-13","ON",,"Completed primary series",78.6206351231042,12080721
"2022-08-07","2022-08-13","ON",,"Completed primary series and 1 booster dose",48.2237417544371,7409983
"2022-08-07","2022-08-13","ON",,"Completed primary series and 2+ booster doses",12.622746299584,1939591
"2022-08-14","2022-08-20","ON",,"At least one dose",81.5582682105241,12532113
"2022-08-14","2022-08-20","ON",,"Completed primary series",78.648482608175,12085000
"2022-08-14","2022-08-20","ON",,"Completed primary series and 1 booster dose",48.2856648253529,7419498
"2022-08-14","2022-08-20","ON",,"Completed primary series and 2+ booster doses",13.0145829970896,1999800
"2022-08-21","2022-08-27","ON",,"At least one dose",81.6212585839759,12541792
"2022-08-21","2022-08-27","ON",,"Completed primary series",78.6788356510285,12089664
"2022-08-21","2022-08-27","ON",,"Completed primary series and 1 booster dose",48.3623283855617,7431278
"2022-08-21","2022-08-27","ON",,"Completed primary series and 2+ booster doses",13.3477766265951,2050998
"2022-08-28","2022-09-03","ON",,"At least one dose",81.6808127638971,12550943
"2022-08-28","2022-09-03","ON",,"Completed primary series",78.7128461574506,12094890
"2022-08-28","2022-09-03","ON",,"Completed primary series and 1 booster dose",48.49632691737,7451868
"2022-08-28","2022-09-03","ON",,"Completed primary series and 2+ booster doses",13.6226590931573,2093236
"2022-09-04","2022-09-10","ON",,"At least one dose",81.7183896226955,12556717
"2022-09-04","2022-09-10","ON",,"Completed primary series",78.7326823655589,12097938
"2022-09-04","2022-09-10","ON",,"Completed primary series and 1 booster dose",48.6146738479641,7470053
"2022-09-04","2022-09-10","ON",,"Completed primary series and 2+ booster doses",13.8161141857523,2122962
"2022-09-11","2022-09-17","ON",,"At least one dose",81.7488467926257,12561397
"2022-09-11","2022-09-17","ON",,"Completed primary series",78.7495379360972,12100528
"2022-09-11","2022-09-17","ON",,"Completed primary series and 1 booster dose",48.6836905759789,7480658
"2022-09-11","2022-09-17","ON",,"Completed primary series and 2+ booster doses",14.0374427951872,2156971
"2022-09-18","2022-09-24","ON",,"At least one dose",81.7760890390633,12565583
"2022-09-18","2022-09-24","ON",,"Completed primary series",78.7713590666049,12103881
"2022-09-18","2022-09-24","ON",,"Completed primary series and 1 booster dose",48.7398996735616,7489295
"2022-09-18","2022-09-24","ON",,"Completed primary series and 2+ booster doses",14.3066177963587,2198332
"2022-09-25","2022-10-01","ON",,"At least one dose",81.8019906493885,12569563
"2022-09-25","2022-10-01","ON",,"Completed primary series",78.80001353652,12108284
"2022-09-25","2022-10-01","ON",,"Completed primary series and 1 booster dose",48.8108427524951,7500196
"2022-09-25","2022-10-01","ON",,"Completed primary series and 2+ booster doses",15.161579191245,2329704
"2022-10-02","2022-10-08","ON",,"At least one dose",81.8276189261375,12573501
"2022-10-02","2022-10-08","ON",,"Completed primary series",78.8309067385838,12113031
"2022-10-02","2022-10-08","ON",,"Completed primary series and 1 booster dose",48.8769959859012,7510361
"2022-10-02","2022-10-08","ON",,"Completed primary series and 2+ booster doses",15.8632590213096,2437523
"2022-10-09","2022-10-15","ON",,"At least one dose",81.8504032321045,12577002
"2022-10-09","2022-10-15","ON",,"Completed primary series",78.8618845438974,12117791
"2022-10-09","2022-10-15","ON",,"Completed primary series and 1 booster dose",48.9329382578499,7518957
"2022-10-09","2022-10-15","ON",,"Completed primary series and 2+ booster doses",16.4043553753,2520667
"2022-10-16","2022-10-22","ON",,"At least one dose",81.8758102388154,12580906
"2022-10-16","2022-10-22","ON",,"Completed primary series",78.8918796499248,12122400
"2022-10-16","2022-10-22","ON",,"Completed primary series and 1 booster dose",49.0120683281877,7531116
"2022-10-16","2022-10-22","ON",,"Completed primary series and 2+ booster doses",17.215297048518,2645275
"2022-10-23","2022-10-29","ON",,"At least one dose",81.9011326422766,12584797
"2022-10-23","2022-10-29","ON",,"Completed primary series",78.9213085649727,12126922
"2022-10-23","2022-10-29","ON",,"Completed primary series and 1 booster dose",49.0979926902792,7544319
"2022-10-23","2022-10-29","ON",,"Completed primary series and 2+ booster doses",18.0244750693747,2769612
"2022-10-30","2022-11-05","ON",,"At least one dose",81.9238518688207,12588288
"2022-10-30","2022-11-05","ON",,"Completed primary series",78.9450625543413,12130572
"2022-10-30","2022-11-05","ON",,"Completed primary series and 1 booster dose",49.1767778396755,7556425
"2022-10-30","2022-11-05","ON",,"Completed primary series and 2+ booster doses",18.7401990389071,2879589
"2022-11-06","2022-11-12","ON",,"At least one dose",81.9484453827451,12592067
"2022-11-06","2022-11-12","ON",,"Completed primary series",78.9690247978633,12134254
"2022-11-06","2022-11-12","ON",,"Completed primary series and 1 booster dose",49.2602942631187,7569258
"2022-11-06","2022-11-12","ON",,"Completed primary series and 2+ booster doses",19.4321299714171,2985910
"2022-11-13","2022-11-19","ON",,"At least one dose",81.9781931869654,12596638
"2022-11-13","2022-11-19","ON",,"Completed primary series",78.9952583132455,12138285
"2022-11-13","2022-11-19","ON",,"Completed primary series and 1 booster dose",49.3578743498566,7584252
"2022-11-13","2022-11-19","ON",,"Completed primary series and 2+ booster doses",20.1592428399619,3097637
"2022-11-20","2022-11-26","ON",,"At least one dose",82.006170830882,12600937
"2022-11-20","2022-11-26","ON",,"Completed primary series",79.0270365954611,12143168
"2022-11-20","2022-11-26","ON",,"Completed primary series and 1 booster dose",49.443909346967,7597472
"2022-11-20","2022-11-26","ON",,"Completed primary series and 2+ booster doses",20.7086628521448,3182060
"2022-11-27","2022-12-03","ON",,"At least one dose",82.0285711682537,12604379
"2022-11-27","2022-12-03","ON",,"Completed primary series",79.0530228090362,12147161
"2022-11-27","2022-12-03","ON",,"Completed primary series and 1 booster dose",49.5150086165156,7608397
"2022-11-27","2022-12-03","ON",,"Completed primary series and 2+ booster doses",21.1516780078408,3250133
"2022-12-04","2022-12-10","ON",,"At least one dose",82.0506330926262,12607769
"2022-12-04","2022-12-10","ON",,"Completed primary series",79.075937273849,12150682
"2022-12-04","2022-12-10","ON",,"Completed primary series and 1 booster dose",49.5817996282663,7618660
"2022-12-04","2022-12-10","ON",,"Completed primary series and 2+ booster doses",21.5438661342302,3310396
"2022-12-11","2022-12-17","ON",,"At least one dose",82.0703131101196,12610793
"2022-12-11","2022-12-17","ON",,"Completed primary series",79.0976477693377,12154018
"2022-12-11","2022-12-17","ON",,"Completed primary series and 1 booster dose",49.6354055489319,7626897
"2022-12-11","2022-12-17","ON",,"Completed primary series and 2+ booster doses",21.8650005466672,3359741
"2022-12-18","2022-12-24","ON",,"At least one dose",82.087838998714,12613486
"2022-12-18","2022-12-24","ON",,"Completed primary series",79.1142430221843,12156568
"2022-12-18","2022-12-24","ON",,"Completed primary series and 1 booster dose",49.6831738453609,7634237
"2022-12-18","2022-12-24","ON",,"Completed primary series and 2+ booster doses",22.0954728150235,3395155
"2022-12-25","2022-12-31","ON",,"At least one dose",82.1031521869289,12615839
"2022-12-25","2022-12-31","ON",,"Completed primary series",79.1266666840212,12158477
"2022-12-25","2022-12-31","ON",,"Completed primary series and 1 booster dose",49.7262954709928,7640863
"2022-12-25","2022-12-31","ON",,"Completed primary series and 2+ booster doses",22.253329463277,3419411
"2023-01-01","2023-01-07","ON",,"At least one dose",82.1261772867608,12619377
"2023-01-01","2023-01-07","ON",,"Completed primary series",79.146157971188,12161472
"2023-01-01","2023-01-07","ON",,"Completed primary series and 1 booster dose",49.7910039412099,7650806
"2023-01-01","2023-01-07","ON",,"Completed primary series and 2+ booster doses",22.4835804615953,3454791
"2023-01-08","2023-01-14","ON",,"At least one dose",82.1448680970256,12622249
"2023-01-08","2023-01-14","ON",,"Completed primary series",79.1622390965935,12163943
"2023-01-08","2023-01-14","ON",,"Completed primary series and 1 booster dose",49.8342492177453,7657451
"2023-01-08","2023-01-14","ON",,"Completed primary series and 2+ booster doses",22.6762025375769,3484389
"2023-01-15","2023-01-21","ON",,"At least one dose",82.1584241408215,12624332
"2023-01-15","2023-01-21","ON",,"Completed primary series",79.1748059331608,12165874
"2023-01-15","2023-01-21","ON",,"Completed primary series and 1 booster dose",49.8669516277665,7662476
"2023-01-15","2023-01-21","ON",,"Completed primary series and 2+ booster doses",22.8114571022476,3505172
"2023-01-22","2023-01-28","ON",,"At least one dose",82.1697349445263,12626070
"2023-01-22","2023-01-28","ON",,"Completed primary series",79.1854594346941,12167511
"2023-01-22","2023-01-28","ON",,"Completed primary series and 1 booster dose",49.8918445070364,7666301
"2023-01-22","2023-01-28","ON",,"Completed primary series and 2+ booster doses",22.9145103684537,3521007
"2023-01-29","2023-02-04","ON",,"At least one dose",82.1789241590437,12627482
"2023-01-29","2023-02-04","ON",,"Completed primary series",79.1951432528257,12168999
"2023-01-29","2023-02-04","ON",,"Completed primary series and 1 booster dose",49.9118889692981,7669381
"2023-01-29","2023-02-04","ON",,"Completed primary series and 2+ booster doses",22.990249800857,3532645
"2023-02-05","2023-02-11","ON",,"At least one dose",82.1869419439484,12628714
"2023-02-05","2023-02-11","ON",,"Completed primary series",79.2049572298033,12170507
"2023-02-05","2023-02-11","ON",,"Completed primary series and 1 booster dose",49.9293823181811,7672069
"2023-02-05","2023-02-11","ON",,"Completed primary series and 2+ booster doses",23.0533508093277,3542341
"2023-02-12","2023-02-18","ON",,"At least one dose",82.1936190927408,12629740
"2023-02-12","2023-02-18","ON",,"Completed primary series",79.2144262858392,12171962
"2023-02-12","2023-02-18","ON",,"Completed primary series and 1 booster dose",49.9444937601849,7674391
"2023-02-12","2023-02-18","ON",,"Completed primary series and 2+ booster doses",23.1029738693101,3549966
"2023-02-19","2023-02-25","ON",,"At least one dose",82.1993395740161,12630619
"2023-02-19","2023-02-25","ON",,"Completed primary series",79.2270972494833,12173909
"2023-02-19","2023-02-25","ON",,"Completed primary series and 1 booster dose",49.9578220260005,7676439
"2023-02-19","2023-02-25","ON",,"Completed primary series and 2+ booster doses",23.1420800945474,3555975
"2023-02-26","2023-03-04","ON",,"At least one dose",82.2052552935603,12631528
"2023-02-26","2023-03-04","ON",,"Completed primary series",79.2437055182144,12176461
"2023-02-26","2023-03-04","ON",,"Completed primary series and 1 booster dose",49.9704344181639,7678377
"2023-02-26","2023-03-04","ON",,"Completed primary series and 2+ booster doses",23.1801320331332,3561822
"2023-03-05","2023-03-11","ON",,"At least one dose",82.2104095838561,12632320
"2023-03-05","2023-03-11","ON",,"Completed primary series",79.2541898132481,12178072
"2023-03-05","2023-03-11","ON",,"Completed primary series and 1 booster dose",49.9818688727723,7680134
"2023-03-05","2023-03-11","ON",,"Completed primary series and 2+ booster doses",23.2152358738605,3567216
"2023-03-12","2023-03-18","ON",,"At least one dose",82.2161560969007,12633203
"2023-03-12","2023-03-18","ON",,"Completed primary series",79.2617260104231,12179230
"2023-03-12","2023-03-18","ON",,"Completed primary series and 1 booster dose",49.9936352324377,7681942
"2023-03-12","2023-03-18","ON",,"Completed primary series and 2+ booster doses",23.2469751084223,3572093
"2023-03-19","2023-03-25","ON",,"At least one dose",82.2205099102945,12633872
"2023-03-19","2023-03-25","ON",,"Completed primary series",79.2676872855633,12180146
"2023-03-19","2023-03-25","ON",,"Completed primary series and 1 booster dose",50.0029415899163,7683372
"2023-03-19","2023-03-25","ON",,"Completed primary series and 2+ booster doses",23.2721868768645,3575967
"2023-03-26","2023-04-01","ON",,"At least one dose",82.2250849937263,12634575
"2023-03-26","2023-04-01","ON",,"Completed primary series",79.2728350679169,12180937
"2023-03-26","2023-04-01","ON",,"Completed primary series and 1 booster dose",50.0116817564155,7684715
"2023-03-26","2023-04-01","ON",,"Completed primary series and 2+ booster doses",23.2951729290426,3579499
"2023-04-02","2023-04-08","ON",,"At least one dose",82.2284170601802,12635087
"2023-04-02","2023-04-08","ON",,"Completed primary series",79.2762647535052,12181464
"2023-04-02","2023-04-08","ON",,"Completed primary series and 1 booster dose",50.0190682709178,7685850
"2023-04-02","2023-04-08","ON",,"Completed primary series and 2+ booster doses",23.3122953252149,3582130
"2023-04-09","2023-04-15","ON",,"At least one dose",82.23187928548,12635619
"2023-04-09","2023-04-15","ON",,"Completed primary series",79.2805209477647,12182118
"2023-04-09","2023-04-15","ON",,"Completed primary series and 1 booster dose",50.0265784363237,7687004
"2023-04-09","2023-04-15","ON",,"Completed primary series and 2+ booster doses",23.3310512149027,3585012
"2023-04-16","2023-04-22","ON",,"At least one dose",82.2359988129513,12636252
"2023-04-16","2023-04-22","ON",,"Completed primary series",79.2847055546589,12182761
"2023-04-16","2023-04-22","ON",,"Completed primary series and 1 booster dose",50.0336135219422,7688085
"2023-04-16","2023-04-22","ON",,"Completed primary series and 2+ booster doses",23.3499632952055,3587918
"2023-04-23","2023-04-29","ON",,"At least one dose",82.2398905624424,12636850
"2023-04-23","2023-04-29","ON",,"Completed primary series",79.2889227012646,12183409
"2023-04-23","2023-04-29","ON",,"Completed primary series and 1 booster dose",50.041344957386,7689273
