"date_start","date_end","region","sub_region_1","outcome_weekly_type","outcome_weekly_value"
"2021-12-26","2022-01-01","ON",,"COVID-19 hospital bed occupancy",1163
"2021-12-26","2022-01-01","ON",,"COVID-19 ICU bed occupancy",199
"2022-01-02","2022-01-08","ON",,"COVID-19 hospitalizations",1542
"2022-01-02","2022-01-08","ON",,"COVID-19 deaths",190
"2022-01-02","2022-01-08","ON",,"COVID-19 hospital bed occupancy",2491
"2022-01-02","2022-01-08","ON",,"COVID-19 ICU bed occupancy",322
"2022-01-09","2022-01-15","ON",,"COVID-19 hospitalizations",1890
"2022-01-09","2022-01-15","ON",,"COVID-19 deaths",345
"2022-01-09","2022-01-15","ON",,"COVID-19 hospital bed occupancy",3721
"2022-01-09","2022-01-15","ON",,"COVID-19 ICU bed occupancy",512
"2022-01-16","2022-01-22","ON",,"COVID-19 hospitalizations",1769
"2022-01-16","2022-01-22","ON",,"COVID-19 deaths",463
"2022-01-16","2022-01-22","ON",,"COVID-19 hospital bed occupancy",4048
"2022-01-16","2022-01-22","ON",,"COVID-19 ICU bed occupancy",591
"2022-01-23","2022-01-29","ON",,"COVID-19 hospitalizations",1240
"2022-01-23","2022-01-29","ON",,"COVID-19 deaths",448
"2022-01-23","2022-01-29","ON",,"COVID-19 hospital bed occupancy",3565
"2022-01-23","2022-01-29","ON",,"COVID-19 ICU bed occupancy",606
"2022-01-30","2022-02-05","ON",,"COVID-19 hospitalizations",910
"2022-01-30","2022-02-05","ON",,"COVID-19 deaths",357
"2022-01-30","2022-02-05","ON",,"COVID-19 hospital bed occupancy",2674
"2022-01-30","2022-02-05","ON",,"COVID-19 ICU bed occupancy",536
"2022-02-06","2022-02-12","ON",,"COVID-19 hospitalizations",633
"2022-02-06","2022-02-12","ON",,"COVID-19 deaths",228
"2022-02-06","2022-02-12","ON",,"COVID-19 hospital bed occupancy",1827
"2022-02-06","2022-02-12","ON",,"COVID-19 ICU bed occupancy",444
"2022-02-13","2022-02-19","ON",,"COVID-19 hospitalizations",467
"2022-02-13","2022-02-19","ON",,"COVID-19 deaths",175
"2022-02-13","2022-02-19","ON",,"COVID-19 hospital bed occupancy",1296
"2022-02-13","2022-02-19","ON",,"COVID-19 ICU bed occupancy",358
"2022-02-20","2022-02-26","ON",,"COVID-19 hospitalizations",387
"2022-02-20","2022-02-26","ON",,"COVID-19 deaths",125
"2022-02-20","2022-02-26","ON",,"COVID-19 hospital bed occupancy",1025
"2022-02-20","2022-02-26","ON",,"COVID-19 ICU bed occupancy",303
"2022-02-27","2022-03-05","ON",,"COVID-19 hospitalizations",355
"2022-02-27","2022-03-05","ON",,"COVID-19 deaths",92
"2022-02-27","2022-03-05","ON",,"COVID-19 hospital bed occupancy",821
"2022-02-27","2022-03-05","ON",,"COVID-19 ICU bed occupancy",266
"2022-03-06","2022-03-12","ON",,"COVID-19 hospitalizations",340
"2022-03-06","2022-03-12","ON",,"COVID-19 deaths",63
"2022-03-06","2022-03-12","ON",,"COVID-19 hospital bed occupancy",725
"2022-03-06","2022-03-12","ON",,"COVID-19 ICU bed occupancy",240
"2022-03-13","2022-03-19","ON",,"COVID-19 hospitalizations",352
"2022-03-13","2022-03-19","ON",,"COVID-19 deaths",64
"2022-03-13","2022-03-19","ON",,"COVID-19 hospital bed occupancy",639
"2022-03-13","2022-03-19","ON",,"COVID-19 ICU bed occupancy",202
"2022-03-20","2022-03-26","ON",,"COVID-19 hospitalizations",432
"2022-03-20","2022-03-26","ON",,"COVID-19 deaths",57
"2022-03-20","2022-03-26","ON",,"COVID-19 hospital bed occupancy",683
"2022-03-20","2022-03-26","ON",,"COVID-19 ICU bed occupancy",168
"2022-03-27","2022-04-02","ON",,"COVID-19 hospitalizations",526
"2022-03-27","2022-04-02","ON",,"COVID-19 deaths",61
"2022-03-27","2022-04-02","ON",,"COVID-19 hospital bed occupancy",846
"2022-03-27","2022-04-02","ON",,"COVID-19 ICU bed occupancy",165
"2022-04-03","2022-04-09","ON",,"COVID-19 hospitalizations",685
"2022-04-03","2022-04-09","ON",,"COVID-19 deaths",66
"2022-04-03","2022-04-09","ON",,"COVID-19 hospital bed occupancy",1166
"2022-04-03","2022-04-09","ON",,"COVID-19 ICU bed occupancy",168
"2022-04-10","2022-04-16","ON",,"COVID-19 hospitalizations",810
"2022-04-10","2022-04-16","ON",,"COVID-19 deaths",113
"2022-04-10","2022-04-16","ON",,"COVID-19 hospital bed occupancy",1447
"2022-04-10","2022-04-16","ON",,"COVID-19 ICU bed occupancy",185
"2022-04-17","2022-04-23","ON",,"COVID-19 hospitalizations",783
"2022-04-17","2022-04-23","ON",,"COVID-19 deaths",109
"2022-04-17","2022-04-23","ON",,"COVID-19 hospital bed occupancy",1662
"2022-04-17","2022-04-23","ON",,"COVID-19 ICU bed occupancy",208
"2022-04-24","2022-04-30","ON",,"COVID-19 hospitalizations",658
"2022-04-24","2022-04-30","ON",,"COVID-19 deaths",112
"2022-04-24","2022-04-30","ON",,"COVID-19 hospital bed occupancy",1720
"2022-04-24","2022-04-30","ON",,"COVID-19 ICU bed occupancy",205
"2022-05-01","2022-05-07","ON",,"COVID-19 hospitalizations",566
"2022-05-01","2022-05-07","ON",,"COVID-19 deaths",139
"2022-05-01","2022-05-07","ON",,"COVID-19 hospital bed occupancy",1671
"2022-05-01","2022-05-07","ON",,"COVID-19 ICU bed occupancy",205
"2022-05-08","2022-05-14","ON",,"COVID-19 hospitalizations",445
"2022-05-08","2022-05-14","ON",,"COVID-19 deaths",98
"2022-05-08","2022-05-14","ON",,"COVID-19 hospital bed occupancy",1440
"2022-05-08","2022-05-14","ON",,"COVID-19 ICU bed occupancy",174
"2022-05-15","2022-05-21","ON",,"COVID-19 hospitalizations",409
"2022-05-15","2022-05-21","ON",,"COVID-19 deaths",73
"2022-05-15","2022-05-21","ON",,"COVID-19 hospital bed occupancy",1182
"2022-05-15","2022-05-21","ON",,"COVID-19 ICU bed occupancy",161
"2022-05-22","2022-05-28","ON",,"COVID-19 hospitalizations",283
"2022-05-22","2022-05-28","ON",,"COVID-19 deaths",59
"2022-05-22","2022-05-28","ON",,"COVID-19 hospital bed occupancy",945
"2022-05-22","2022-05-28","ON",,"COVID-19 ICU bed occupancy",152
"2022-05-29","2022-06-04","ON",,"COVID-19 hospitalizations",247
"2022-05-29","2022-06-04","ON",,"COVID-19 deaths",53
"2022-05-29","2022-06-04","ON",,"COVID-19 hospital bed occupancy",683
"2022-05-29","2022-06-04","ON",,"COVID-19 ICU bed occupancy",124
"2022-06-05","2022-06-11","ON",,"COVID-19 hospitalizations",209
"2022-06-05","2022-06-11","ON",,"COVID-19 deaths",40
"2022-06-05","2022-06-11","ON",,"COVID-19 hospital bed occupancy",539
"2022-06-05","2022-06-11","ON",,"COVID-19 ICU bed occupancy",113
"2022-06-12","2022-06-18","ON",,"COVID-19 hospitalizations",221
"2022-06-12","2022-06-18","ON",,"COVID-19 deaths",26
"2022-06-12","2022-06-18","ON",,"COVID-19 hospital bed occupancy",488
"2022-06-12","2022-06-18","ON",,"COVID-19 ICU bed occupancy",106
"2022-06-19","2022-06-25","ON",,"COVID-19 hospitalizations",279
"2022-06-19","2022-06-25","ON",,"COVID-19 deaths",30
"2022-06-19","2022-06-25","ON",,"COVID-19 hospital bed occupancy",498
"2022-06-19","2022-06-25","ON",,"COVID-19 ICU bed occupancy",91
"2022-06-26","2022-07-02","ON",,"COVID-19 hospitalizations",374
"2022-06-26","2022-07-02","ON",,"COVID-19 deaths",38
"2022-06-26","2022-07-02","ON",,"COVID-19 hospital bed occupancy",589
"2022-06-26","2022-07-02","ON",,"COVID-19 ICU bed occupancy",93
"2022-07-03","2022-07-09","ON",,"COVID-19 hospitalizations",458
"2022-07-03","2022-07-09","ON",,"COVID-19 deaths",43
"2022-07-03","2022-07-09","ON",,"COVID-19 hospital bed occupancy",772
"2022-07-03","2022-07-09","ON",,"COVID-19 ICU bed occupancy",105
"2022-07-10","2022-07-16","ON",,"COVID-19 hospitalizations",639
"2022-07-10","2022-07-16","ON",,"COVID-19 deaths",56
"2022-07-10","2022-07-16","ON",,"COVID-19 hospital bed occupancy",1054
"2022-07-10","2022-07-16","ON",,"COVID-19 ICU bed occupancy",114
"2022-07-17","2022-07-23","ON",,"COVID-19 hospitalizations",618
"2022-07-17","2022-07-23","ON",,"COVID-19 deaths",98
"2022-07-17","2022-07-23","ON",,"COVID-19 hospital bed occupancy",1443
"2022-07-17","2022-07-23","ON",,"COVID-19 ICU bed occupancy",128
"2022-07-24","2022-07-30","ON",,"COVID-19 hospitalizations",550
"2022-07-24","2022-07-30","ON",,"COVID-19 deaths",97
"2022-07-24","2022-07-30","ON",,"COVID-19 hospital bed occupancy",1505
"2022-07-24","2022-07-30","ON",,"COVID-19 ICU bed occupancy",141
"2022-07-31","2022-08-06","ON",,"COVID-19 hospitalizations",553
"2022-07-31","2022-08-06","ON",,"COVID-19 deaths",118
"2022-07-31","2022-08-06","ON",,"COVID-19 hospital bed occupancy",1419
"2022-07-31","2022-08-06","ON",,"COVID-19 ICU bed occupancy",143
"2022-08-07","2022-08-13","ON",,"COVID-19 hospitalizations",459
"2022-08-07","2022-08-13","ON",,"COVID-19 deaths",76
"2022-08-07","2022-08-13","ON",,"COVID-19 hospital bed occupancy",1354
"2022-08-07","2022-08-13","ON",,"COVID-19 ICU bed occupancy",142
"2022-08-14","2022-08-20","ON",,"COVID-19 hospitalizations",548
"2022-08-14","2022-08-20","ON",,"COVID-19 deaths",90
"2022-08-14","2022-08-20","ON",,"COVID-19 hospital bed occupancy",1339
"2022-08-14","2022-08-20","ON",,"COVID-19 ICU bed occupancy",139
"2022-08-21","2022-08-27","ON",,"COVID-19 hospitalizations",469
"2022-08-21","2022-08-27","ON",,"COVID-19 deaths",106
"2022-08-21","2022-08-27","ON",,"COVID-19 hospital bed occupancy",1318
"2022-08-21","2022-08-27","ON",,"COVID-19 ICU bed occupancy",144
"2022-08-28","2022-09-03","ON",,"COVID-19 hospitalizations",478
"2022-08-28","2022-09-03","ON",,"COVID-19 deaths",86
"2022-08-28","2022-09-03","ON",,"COVID-19 hospital bed occupancy",1237
"2022-08-28","2022-09-03","ON",,"COVID-19 ICU bed occupancy",139
"2022-09-04","2022-09-10","ON",,"COVID-19 hospitalizations",459
"2022-09-04","2022-09-10","ON",,"COVID-19 deaths",75
"2022-09-04","2022-09-10","ON",,"COVID-19 hospital bed occupancy",1253
"2022-09-04","2022-09-10","ON",,"COVID-19 ICU bed occupancy",134
"2022-09-11","2022-09-17","ON",,"COVID-19 hospitalizations",428
"2022-09-11","2022-09-17","ON",,"COVID-19 deaths",77
"2022-09-11","2022-09-17","ON",,"COVID-19 hospital bed occupancy",1164
"2022-09-11","2022-09-17","ON",,"COVID-19 ICU bed occupancy",128
"2022-09-18","2022-09-24","ON",,"COVID-19 hospitalizations",521
"2022-09-18","2022-09-24","ON",,"COVID-19 deaths",76
"2022-09-18","2022-09-24","ON",,"COVID-19 hospital bed occupancy",1179
"2022-09-18","2022-09-24","ON",,"COVID-19 ICU bed occupancy",126
"2022-09-25","2022-10-01","ON",,"COVID-19 hospitalizations",574
"2022-09-25","2022-10-01","ON",,"COVID-19 deaths",73
"2022-09-25","2022-10-01","ON",,"COVID-19 hospital bed occupancy",1305
"2022-09-25","2022-10-01","ON",,"COVID-19 ICU bed occupancy",134
"2022-10-02","2022-10-08","ON",,"COVID-19 hospitalizations",611
"2022-10-02","2022-10-08","ON",,"COVID-19 deaths",99
"2022-10-02","2022-10-08","ON",,"COVID-19 hospital bed occupancy",1492
"2022-10-02","2022-10-08","ON",,"COVID-19 ICU bed occupancy",130
"2022-10-09","2022-10-15","ON",,"COVID-19 hospitalizations",757
"2022-10-09","2022-10-15","ON",,"COVID-19 deaths",120
"2022-10-09","2022-10-15","ON",,"COVID-19 hospital bed occupancy",1686
"2022-10-09","2022-10-15","ON",,"COVID-19 ICU bed occupancy",139
"2022-10-16","2022-10-22","ON",,"COVID-19 hospitalizations",697
"2022-10-16","2022-10-22","ON",,"COVID-19 deaths",141
"2022-10-16","2022-10-22","ON",,"COVID-19 hospital bed occupancy",1839
"2022-10-16","2022-10-22","ON",,"COVID-19 ICU bed occupancy",161
"2022-10-23","2022-10-29","ON",,"COVID-19 hospitalizations",690
"2022-10-23","2022-10-29","ON",,"COVID-19 deaths",149
"2022-10-23","2022-10-29","ON",,"COVID-19 hospital bed occupancy",1927
"2022-10-23","2022-10-29","ON",,"COVID-19 ICU bed occupancy",147
"2022-10-30","2022-11-05","ON",,"COVID-19 hospitalizations",660
"2022-10-30","2022-11-05","ON",,"COVID-19 deaths",127
"2022-10-30","2022-11-05","ON",,"COVID-19 hospital bed occupancy",1832
"2022-10-30","2022-11-05","ON",,"COVID-19 ICU bed occupancy",138
"2022-11-06","2022-11-12","ON",,"COVID-19 hospitalizations",534
"2022-11-06","2022-11-12","ON",,"COVID-19 deaths",102
"2022-11-06","2022-11-12","ON",,"COVID-19 hospital bed occupancy",1635
"2022-11-06","2022-11-12","ON",,"COVID-19 ICU bed occupancy",142
"2022-11-13","2022-11-19","ON",,"COVID-19 hospitalizations",402
"2022-11-13","2022-11-19","ON",,"COVID-19 deaths",101
"2022-11-13","2022-11-19","ON",,"COVID-19 hospital bed occupancy",1388
"2022-11-13","2022-11-19","ON",,"COVID-19 ICU bed occupancy",129
"2022-11-20","2022-11-26","ON",,"COVID-19 hospitalizations",415
"2022-11-20","2022-11-26","ON",,"COVID-19 deaths",87
"2022-11-20","2022-11-26","ON",,"COVID-19 hospital bed occupancy",1232
"2022-11-20","2022-11-26","ON",,"COVID-19 ICU bed occupancy",131
"2022-11-27","2022-12-03","ON",,"COVID-19 hospitalizations",386
"2022-11-27","2022-12-03","ON",,"COVID-19 deaths",77
"2022-11-27","2022-12-03","ON",,"COVID-19 hospital bed occupancy",1195
"2022-11-27","2022-12-03","ON",,"COVID-19 ICU bed occupancy",118
"2022-12-04","2022-12-10","ON",,"COVID-19 hospitalizations",385
"2022-12-04","2022-12-10","ON",,"COVID-19 deaths",74
"2022-12-04","2022-12-10","ON",,"COVID-19 hospital bed occupancy",1175
"2022-12-04","2022-12-10","ON",,"COVID-19 ICU bed occupancy",116
"2022-12-11","2022-12-17","ON",,"COVID-19 hospitalizations",444
"2022-12-11","2022-12-17","ON",,"COVID-19 deaths",70
"2022-12-11","2022-12-17","ON",,"COVID-19 hospital bed occupancy",1208
"2022-12-11","2022-12-17","ON",,"COVID-19 ICU bed occupancy",110
"2022-12-18","2022-12-24","ON",,"COVID-19 hospitalizations",481
"2022-12-18","2022-12-24","ON",,"COVID-19 deaths",87
"2022-12-18","2022-12-24","ON",,"COVID-19 hospital bed occupancy",1212
"2022-12-18","2022-12-24","ON",,"COVID-19 ICU bed occupancy",115
"2022-12-25","2022-12-31","ON",,"COVID-19 hospitalizations",569
"2022-12-25","2022-12-31","ON",,"COVID-19 deaths",72
"2022-12-25","2022-12-31","ON",,"COVID-19 hospital bed occupancy",1281
"2022-12-25","2022-12-31","ON",,"COVID-19 ICU bed occupancy",119
"2023-01-01","2023-01-07","ON",,"COVID-19 hospitalizations",553
"2023-01-01","2023-01-07","ON",,"COVID-19 deaths",98
"2023-01-01","2023-01-07","ON",,"COVID-19 hospital bed occupancy",1484
"2023-01-01","2023-01-07","ON",,"COVID-19 ICU bed occupancy",141
"2023-01-08","2023-01-14","ON",,"COVID-19 hospitalizations",380
"2023-01-08","2023-01-14","ON",,"COVID-19 deaths",96
"2023-01-08","2023-01-14","ON",,"COVID-19 hospital bed occupancy",1479
"2023-01-08","2023-01-14","ON",,"COVID-19 ICU bed occupancy",130
"2023-01-15","2023-01-21","ON",,"COVID-19 hospitalizations",354
"2023-01-15","2023-01-21","ON",,"COVID-19 deaths",77
"2023-01-15","2023-01-21","ON",,"COVID-19 hospital bed occupancy",1264
"2023-01-15","2023-01-21","ON",,"COVID-19 ICU bed occupancy",109
"2023-01-22","2023-01-28","ON",,"COVID-19 hospitalizations",332
"2023-01-22","2023-01-28","ON",,"COVID-19 deaths",69
"2023-01-22","2023-01-28","ON",,"COVID-19 hospital bed occupancy",1181
"2023-01-22","2023-01-28","ON",,"COVID-19 ICU bed occupancy",103
"2023-01-29","2023-02-04","ON",,"COVID-19 hospitalizations",337
"2023-01-29","2023-02-04","ON",,"COVID-19 deaths",64
"2023-01-29","2023-02-04","ON",,"COVID-19 hospital bed occupancy",1108
"2023-01-29","2023-02-04","ON",,"COVID-19 ICU bed occupancy",99
"2023-02-05","2023-02-11","ON",,"COVID-19 hospitalizations",339
"2023-02-05","2023-02-11","ON",,"COVID-19 deaths",61
"2023-02-05","2023-02-11","ON",,"COVID-19 hospital bed occupancy",1038
"2023-02-05","2023-02-11","ON",,"COVID-19 ICU bed occupancy",98
"2023-02-12","2023-02-18","ON",,"COVID-19 hospitalizations",318
"2023-02-12","2023-02-18","ON",,"COVID-19 deaths",41
"2023-02-12","2023-02-18","ON",,"COVID-19 hospital bed occupancy",1004
"2023-02-12","2023-02-18","ON",,"COVID-19 ICU bed occupancy",92
"2023-02-19","2023-02-25","ON",,"COVID-19 hospitalizations",318
"2023-02-19","2023-02-25","ON",,"COVID-19 deaths",52
"2023-02-19","2023-02-25","ON",,"COVID-19 hospital bed occupancy",991
"2023-02-19","2023-02-25","ON",,"COVID-19 ICU bed occupancy",102
"2023-02-26","2023-03-04","ON",,"COVID-19 hospitalizations",336
"2023-02-26","2023-03-04","ON",,"COVID-19 deaths",58
"2023-02-26","2023-03-04","ON",,"COVID-19 hospital bed occupancy",1008
"2023-02-26","2023-03-04","ON",,"COVID-19 ICU bed occupancy",107
"2023-03-05","2023-03-11","ON",,"COVID-19 hospitalizations",286
"2023-03-05","2023-03-11","ON",,"COVID-19 deaths",50
"2023-03-05","2023-03-11","ON",,"COVID-19 hospital bed occupancy",928
"2023-03-05","2023-03-11","ON",,"COVID-19 ICU bed occupancy",98
"2023-03-12","2023-03-18","ON",,"COVID-19 hospitalizations",265
"2023-03-12","2023-03-18","ON",,"COVID-19 deaths",46
"2023-03-12","2023-03-18","ON",,"COVID-19 hospital bed occupancy",833
"2023-03-12","2023-03-18","ON",,"COVID-19 ICU bed occupancy",81
"2023-03-19","2023-03-25","ON",,"COVID-19 hospitalizations",288
"2023-03-19","2023-03-25","ON",,"COVID-19 deaths",44
"2023-03-19","2023-03-25","ON",,"COVID-19 hospital bed occupancy",797
"2023-03-19","2023-03-25","ON",,"COVID-19 ICU bed occupancy",86
"2023-03-26","2023-04-01","ON",,"COVID-19 hospitalizations",261
"2023-03-26","2023-04-01","ON",,"COVID-19 deaths",42
"2023-03-26","2023-04-01","ON",,"COVID-19 hospital bed occupancy",748
"2023-03-26","2023-04-01","ON",,"COVID-19 ICU bed occupancy",71
"2023-04-02","2023-04-08","ON",,"COVID-19 hospitalizations",237
"2023-04-02","2023-04-08","ON",,"COVID-19 deaths",34
"2023-04-02","2023-04-08","ON",,"COVID-19 hospital bed occupancy",767
"2023-04-02","2023-04-08","ON",,"COVID-19 ICU bed occupancy",77
"2023-04-09","2023-04-15","ON",,"COVID-19 hospitalizations",266
"2023-04-09","2023-04-15","ON",,"COVID-19 deaths",33
"2023-04-09","2023-04-15","ON",,"COVID-19 hospital bed occupancy",746
"2023-04-09","2023-04-15","ON",,"COVID-19 ICU bed occupancy",81
"2023-04-16","2023-04-22","ON",,"COVID-19 hospitalizations",205
"2023-04-16","2023-04-22","ON",,"COVID-19 deaths",29
"2023-04-16","2023-04-22","ON",,"COVID-19 hospital bed occupancy",692
"2023-04-16","2023-04-22","ON",,"COVID-19 ICU bed occupancy",71
"2023-04-23","2023-04-29","ON",,"COVID-19 hospitalizations",170
"2023-04-23","2023-04-29","ON",,"COVID-19 deaths",22
"2023-04-23","2023-04-29","ON",,"COVID-19 hospital bed occupancy",575
"2023-04-23","2023-04-29","ON",,"COVID-19 ICU bed occupancy",69
"2023-04-30","2023-05-06","ON",,"COVID-19 hospitalizations",167
"2023-04-30","2023-05-06","ON",,"COVID-19 deaths",30
"2023-04-30","2023-05-06","ON",,"COVID-19 hospital bed occupancy",480
"2023-04-30","2023-05-06","ON",,"COVID-19 ICU bed occupancy",60
"2023-05-07","2023-05-13","ON",,"COVID-19 hospitalizations",134
"2023-05-07","2023-05-13","ON",,"COVID-19 deaths",21
"2023-05-07","2023-05-13","ON",,"COVID-19 hospital bed occupancy",448
"2023-05-07","2023-05-13","ON",,"COVID-19 ICU bed occupancy",52
"2023-05-14","2023-05-20","ON",,"COVID-19 hospitalizations",128
"2023-05-14","2023-05-20","ON",,"COVID-19 deaths",23
"2023-05-14","2023-05-20","ON",,"COVID-19 hospital bed occupancy",430
"2023-05-14","2023-05-20","ON",,"COVID-19 ICU bed occupancy",50
"2023-05-21","2023-05-27","ON",,"COVID-19 hospitalizations",119
"2023-05-21","2023-05-27","ON",,"COVID-19 deaths",16
"2023-05-21","2023-05-27","ON",,"COVID-19 hospital bed occupancy",406
"2023-05-21","2023-05-27","ON",,"COVID-19 ICU bed occupancy",45
"2023-05-28","2023-06-03","ON",,"COVID-19 hospitalizations",129
"2023-05-28","2023-06-03","ON",,"COVID-19 deaths",18
"2023-05-28","2023-06-03","ON",,"COVID-19 hospital bed occupancy",442
"2023-05-28","2023-06-03","ON",,"COVID-19 ICU bed occupancy",43
"2023-06-04","2023-06-10","ON",,"COVID-19 hospitalizations",85
"2023-06-04","2023-06-10","ON",,"COVID-19 deaths",12
"2023-06-04","2023-06-10","ON",,"COVID-19 hospital bed occupancy",363
"2023-06-04","2023-06-10","ON",,"COVID-19 ICU bed occupancy",42
"2023-06-11","2023-06-17","ON",,"COVID-19 hospitalizations",90
"2023-06-11","2023-06-17","ON",,"COVID-19 deaths",19
"2023-06-11","2023-06-17","ON",,"COVID-19 hospital bed occupancy",282
"2023-06-11","2023-06-17","ON",,"COVID-19 ICU bed occupancy",39
"2023-06-18","2023-06-24","ON",,"COVID-19 hospitalizations",63
"2023-06-18","2023-06-24","ON",,"COVID-19 deaths",9
"2023-06-18","2023-06-24","ON",,"COVID-19 hospital bed occupancy",238
"2023-06-18","2023-06-24","ON",,"COVID-19 ICU bed occupancy",37
"2023-06-25","2023-07-01","ON",,"COVID-19 hospitalizations",58
"2023-06-25","2023-07-01","ON",,"COVID-19 deaths",10
"2023-06-25","2023-07-01","ON",,"COVID-19 hospital bed occupancy",214
"2023-06-25","2023-07-01","ON",,"COVID-19 ICU bed occupancy",28
"2023-07-02","2023-07-08","ON",,"COVID-19 hospitalizations",59
"2023-07-02","2023-07-08","ON",,"COVID-19 deaths",8
"2023-07-02","2023-07-08","ON",,"COVID-19 hospital bed occupancy",203
"2023-07-02","2023-07-08","ON",,"COVID-19 ICU bed occupancy",25
"2023-07-09","2023-07-15","ON",,"COVID-19 hospitalizations",55
"2023-07-09","2023-07-15","ON",,"COVID-19 deaths",13
"2023-07-09","2023-07-15","ON",,"COVID-19 hospital bed occupancy",216
"2023-07-09","2023-07-15","ON",,"COVID-19 ICU bed occupancy",25
"2023-07-16","2023-07-22","ON",,"COVID-19 hospitalizations",65
"2023-07-16","2023-07-22","ON",,"COVID-19 deaths",9
"2023-07-16","2023-07-22","ON",,"COVID-19 hospital bed occupancy",229
